firstAddress,lastAddress,type,value,TransactionHash
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xf3a17c4fd1b4f9998c3c210848ac471a255f780c888b0d891a09f7838ecbfcfc
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,90,0xa55792a3be93381bbeb44e4a672e46fcab716ee0f31210f6941cc50ef6c1b39e
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x0b04c56136ecc7993a2b0da661f33b309e8de3a36b0bf014f86ed2f2088d1450
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xddc6ecdac5e8452dbdeada4af0832921a972446a904d56c244592f220d046381
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xd9a2d6e8cb1bb8a038615aa0a25fae41f7761bc67c391d77ed5729e888d192d1
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xe47356c5b3c2db1753c92a8a8e76ef3a809ac9c0ff03dd663c66ddf4f293f19d
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,120.98081866,0xace845a92dd7935cec80da76f65a8361131471192a55f5f375f57598f42c00c2
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x8e813fcfb3d262a46f2df3265a128eeb0f0c6df772bb8522f47e608ae4f2ce26
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xd52ab31ee6be5a53d791440b2775b2afb8e716d0acbaa3cc8a76ccc0557a010d
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xe08777bcb3c26c210786acc7fc5f9027337f8721816ecd9ada9827e062f01974
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x511a48139c10bf1fb6431de611382b4ab95b91140738c3b4d3c93cefb427381f
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,50.52570704,0x87d7ceace3dcc7310381b7ee052a1a2182d42396e1513743d9ff8a3d6fa56a46
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xc26a66c63afb249db805bd0852895497e3c3227c7dc50c4ed90de8d5e98fe20f
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x896bfb54994408ae3b479f1d675524984bd3c2b2dfd0a89893a1f196b9396386
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB_SWAP_OUT,0.035250391449949661,0x1bb832f964073e83ec231f78437f5d4bb5f0dcca936e877f4132a10ec7af3109
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xc2219f65cd8695870bd72127ca7d5e7df474e1cc7aab8eec5b544bb46e7aac90
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x7462ee732728bf0990d5eca8a9d329a29ded3ad2aca5041c40c0ab68c578bcb2
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xe84e550ea8d96267eb70ed3e11497e965a8455804879c7fff2a2d052e0a76c56
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xef01ca44acc372fef70af120edd6c1a7b92d0986b059fd282534d89b53b72fa1
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,89.893878365851034575,0x2affd78d45206b509a72a76c8ba23085cfd883d247d96e468dae9b3bf0c36f90
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,12.179949804148965425,0xc3f7e14c634796b06497f8426714b1ce01c039ea3d9e8aa9befdc1b24a91ebc0
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,24.542770039702216641,0x3ad8891dd15ac1640db92622b57532495bdcc508125ef4fc431207dfce4031c8
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,24.154741105955184328,0xda08d7e38e25b1cdbebbcff4f37f52a46abbab8736e7cf4a0165557e22b7e129
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,8.47493716509066216,0x9f23ef9ccfec8c191707b2442160c6c336a5b1365e06ec216c5b2af72458c5de
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,55.940662039238867559,0xe999d74a8840387e5184303a19ad6326dc9eb55436063e79bc6187aaaf1d4f09
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x88ffd20a1f7f9871c197f2a34f551c656d0f5d41f01ace77f76f562cd04203e5
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB_SWAP_OUT,0.001781554686309482,0xa53a3f4f625849bf6004bc26008020bbc5d44fbf1b0968929c5e8dac6da008cd
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,0.5,0x9bccf1050b2c6b5510d44ad5778b517faa8778b1f4d80f27c7d935c618558de1
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,5.178166778272901655,0x063eed8de37253f00043b50f804e6da26fe4606ab9e93ee306aa3c2c6a98e0e3
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,0.07092308805744241,0x4fe18ba83edcc2bfcc8117515a9777b3ad0c104b837d14df1455e33f71f564d0
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,5.235519583707633301,0xdea5ad62f74296266ed0d421adf7f080a97a0e378d3923d0949254a2eeceb1c7
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x8228c54b538860b919c3be50eedaa369c1c3b4ea84329d06cec5aee39f1b2bb6
0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,WBNB_SWAP_IN,0.007047081357858263,0x780e45191f2d4cfd02866d5f3b6b862fd45da8412433a594b326e1980ab1983f
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0xcfa986d03f68afed256aaaa102ec79426b07683547388d3ee0de04ca944908f6
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x181adad746628beb9a0676d547990d149b1708b67b41d56ad229d68871107d95
0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,WBNB_SWAP_IN,0.007462018021193619,0xa504a38fd1d4df84ca76f764986294ec0e9ea9cc885c5354b783c29ed78a9d20
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,OTHER,0,0x03acafb25ca2e303cb447ff4aa7df0d6bb04f692b34c0e1d6421fcb0d75ea4c4
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,4.596178650898625682,0xde59be07ba9f0cc12003bb49029278255aa32352c585bbdf1585c41818a1bf04
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,2.0084,0x948e0d8d3f85cf9f41eaa7b6ab022a1ceb251175bac8e623668caa77d62af6df
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB_SWAP_OUT,0.009136256231238584,0xf01e258553abeb054664f26164e8f43bec81cac1c9324933334bc08709a8ae02
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,5.51415364438250565,0x3a82f36fc92c0ea6ed1c48f3b953964cbffd6cec47435c2adfd769b7b381d345
