Address,Total BUSD Swap In,Total BUSD Swap Out,Total BNB Swap In,Total BNB Swap Out,Plant Empires Token
0x8636167f22d00a747797f051c55a67accae81c66,1102.53404,1241.0625494149986,0,0,0.892989692209182524
0xe5e233235216dae46386c43c979a14c176cdd8ee,658.65765,713.7716779987252,0,0,0.431739536970929189
0xda058b3fc72741b435704b98de313775364e312e,1080.7472,1187.9339058236426,0,0,0.761564084027305962
0xdea617676286408d4be98e2b4f5e0a2fe4d28eb3,700.38689,784.0135682218602,0,0,0.015127569902770434
0xb0223cbcf665e713d92cd2c0a4a7baa14dfbf178,1219.73633,1331.2657809573068,0,0,4091.372107373392916843
