tokenIn,tokenOut,type,value,TransactionHash
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,327.520152735476149093,0x6f4abbb6fc1f5a8a2a6da4c9977ac63b0f8cb2798dfce03f3ab341a71a6eb9ff
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,207,0xed759f79d6ef3bf3e0c1042f2008a9e5938777beb31e0254553272751abdf6c4
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,206.440189576312897505,0x1f0ab04725f488297e5c0f0876896fdb210fbbc41bcd9fe60fee30183530e86f
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,293,0xba80e7087a319957783e40b33c14928a760fae1e6696888714832ad38180696a
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,107.890365725722877299,0xa930534716b01368b83a59b7618056aa3df90b4ad036bd29a8862904141e894c
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,83.51796,0x66964af952fe8917b61039b848769c5cfba58ef4ac39536daa92e54d5ba7edda
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,38.209120997410966148,0x9618e0d5da84b3a1da11c0c4a9253c918972527c8f46295244a7e22a2820b8ac
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,86.434677515497076206,0x1bcda12b16ed7134c59441171513e7a6405b06b80266f105265df18aebaea4b0
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,128.268786395435005286,0x6dabbb77adff2ba31841329437c27f907f87a4a2ec0de805dee4cb7fab0329a3
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,111.31333,0x3b2f5e1a627027555b64286c66cdd2e662a85992ee4a49c78b5f405216488256
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,68.150517950670621512,0xdc4b88fcbf4f247fb630e2bfed650d523913fcb5763a40ac8ea2fc01510d052c
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,168.88027,0x0011d0850344534f60c203aa1c37ae68e551c6ecf2e86f870b0d5431a98d63a8
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,71.596216824551384576,0xe7e6beefa5656c03426ba18bfc145aab88e6c326ed174dcfa19d6c884fa1bbfc
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,62.28253,0x26b526639da95f4cf05bf8b5f917a8d7f1a6c0da876fb60834d409687c038df7
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,76.189025405029817893,0x80afe882dc01dfe4c43ab5614b8da9f0be7ffc44ce82572e06b1a007ea7a9332
0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD_SWAP_OUT,130.363496288892000257,0x3f3705c9bb2dad46fcd0d4644d37683d035b9f752a0af246c035517c0a8ace6a
0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa83Bfcf9E252Adf1F39937984A4E113Eda6E445b,BUSD_SWAP_IN,176.53995,0xc28d118bb094bb13b33753fed9a483cd1b690f39de545188bdb1adce2c14af88
